t, reading, imuVal 
324.84600, 128.00000, 26360.11265
324.89700, 323.00000, 24251.00869
324.94600, 898.00000, 21151.01662
324.99600, 324.00000, 18441.82467
325.04600, 126.00000, 18069.88408
325.09600, 899.00000, 20379.66505
325.14600, 126.00000, 23281.78239
325.19700, 716.00000, 25251.32035
325.24600, 894.00000, 27058.54822
325.29600, 246.00000, 29076.31065
325.34600, 127.00000, 30107.22384
325.39600, 900.00000, 29457.19443
325.44600, 487.00000, 27492.98909
325.49700, 126.00000, 24557.51529
325.54600, 368.00000, 21278.12059
325.59600, 900.00000, 19182.58235
325.64600, 899.00000, 19241.67672
325.69600, 126.00000, 20519.36902
325.74600, 900.00000, 22069.11464
325.79700, 900.00000, 24271.03444
325.84600, 769.00000, 26887.09555
325.89600, 126.00000, 28666.55392
325.94600, 899.00000, 28653.15089
325.99600, 861.00000, 26575.55842
326.04600, 126.00000, 22954.44585
326.09700, 816.00000, 19643.95784
326.14600, 899.00000, 19171.61973
326.19600, 547.00000, 21261.72167
326.24600, 128.00000, 23333.38935
326.29600, 900.00000, 24844.53166
326.34700, 900.00000, 26611.36423
326.39700, 126.00000, 28082.52951
326.44600, 900.00000, 28088.05283
326.49600, 900.00000, 26491.59130
326.54600, 369.00000, 23784.25657
326.59600, 127.00000, 20595.40883
326.64700, 899.00000, 18610.20027
326.69700, 899.00000, 19601.84222
326.74600, 126.00000, 22833.54357
326.79600, 900.00000, 26259.55813
326.84600, 900.00000, 29149.38118
326.89600, 900.00000, 31239.79186
326.94700, 126.00000, 31760.07708
326.99700, 900.00000, 29960.36852
327.04600, 900.00000, 25676.21365
327.09600, 125.00000, 21203.17258
327.14600, 900.00000, 20234.33005
327.19600, 900.00000, 22127.46976
327.24700, 127.00000, 23752.16246
327.29700, 900.00000, 25270.71227
327.34600, 900.00000, 27379.37615
327.39600, 126.00000, 29085.99112
327.44600, 819.00000, 29963.14146
327.49600, 899.00000, 30050.14127
327.54700, 782.00000, 28643.44628
327.59700, 196.00000, 25689.80592
327.64600, 899.00000, 23444.51958
327.69600, 900.00000, 23959.30307
327.74600, 125.00000, 26711.41278
327.79700, 900.00000, 29881.66545
327.84700, 725.00000, 31925.17713
327.89700, 126.00000, 32429.58835
327.94600, 785.00000, 31595.78921
327.99600, 306.00000, 28936.56035
328.04600, 126.00000, 24642.62259
328.09700, 899.00000, 20992.42047
328.14700, 483.00000, 20185.92317
328.19700, 126.00000, 22814.49345
328.24600, 899.00000, 27589.14568
328.29600, 899.00000, 31395.47149
328.34600, 126.00000, 31999.74921
328.39700, 899.00000, 30050.12259
328.44700, 609.00000, 27425.15799
328.49700, 126.00000, 24645.67116
