t, reading, imuVal 
30.20700, 534.00000, -4704.00000
30.25700, 504.00000, -4992.00000
30.30600, 527.00000, -1556.00000
30.35600, 530.00000, -1328.00000
30.40600, 531.00000, -3898.00000
30.45700, 536.00000, -3394.00000
30.50700, 525.00000, -3592.00000
30.55700, 511.00000, 1228.00000
30.60600, 449.00000, 8502.00000
30.65600, 563.00000, -7512.00000
30.70600, 538.00000, -12686.00000
30.75700, 498.00000, -6480.00000
30.80700, 505.00000, 1326.00000
30.85600, 522.00000, 2650.00000
30.90600, 533.00000, -86.00000
30.95600, 544.00000, -706.00000
31.06000, 521.00000, -2126.00000
31.05700, 526.00000, -2480.00000
31.10700, 542.00000, -3122.00000
31.15700, 538.00000, -2750.00000
31.20600, 530.00000, 1812.00000
31.25600, 568.00000, -2882.00000
31.30700, 538.00000, -5612.00000
31.35700, 525.00000, -8678.00000
31.40700, 489.00000, -2834.00000
31.45700, 535.00000, -1748.00000
31.50600, 529.00000, 214.00000
31.55600, 531.00000, -6952.00000
31.60700, 527.00000, -7776.00000
31.65700, 532.00000, -4166.00000
31.70700, 516.00000, -1666.00000
31.75600, 525.00000, -92.00000
31.80600, 524.00000, -8026.00000
31.85600, 515.00000, -6256.00000
31.90700, 498.00000, -2984.00000
31.95700, 519.00000, -266.00000
32.07000, 534.00000, 4412.00000
32.05700, 517.00000, -492.00000
32.10600, 506.00000, -804.00000
32.15600, 524.00000, -1072.00000
32.20700, 528.00000, -1838.00000
32.25700, 510.00000, -9438.00000
32.30700, 508.00000, 692.00000
32.35700, 542.00000, -6474.00000
32.40600, 519.00000, -7506.00000
32.45600, 526.00000, -5132.00000
32.50700, 513.00000, -4526.00000
32.55700, 520.00000, 1020.00000
32.60700, 506.00000, 2848.00000
32.65600, 520.00000, 2488.00000
32.70600, 518.00000, -2966.00000
32.75700, 522.00000, -8312.00000
32.80700, 517.00000, -8860.00000
32.85700, 516.00000, -2672.00000
32.90700, 524.00000, -2050.00000
32.95600, 508.00000, -7580.00000
33.06000, 500.00000, -6602.00000
33.05700, 520.00000, -4986.00000
33.10700, 529.00000, -922.00000
33.15700, 516.00000, -406.00000
33.20700, 506.00000, 3700.00000
33.25600, 514.00000, 2638.00000
33.30600, 513.00000, 180.00000
33.35700, 510.00000, -1976.00000
33.40700, 494.00000, -5010.00000
33.45700, 517.00000, -4546.00000
33.50700, 542.00000, 1998.00000
33.55600, 530.00000, -6128.00000
33.60600, 477.00000, -4468.00000
33.65700, 519.00000, -8466.00000
33.70700, 539.00000, -4878.00000
33.75700, 534.00000, 572.00000
33.80700, 481.00000, -1680.00000
33.85600, 510.00000, -2702.00000
33.90600, 525.00000, -1522.00000
33.95700, 522.00000, -3664.00000
34.07000, 514.00000, 2072.00000
34.05700, 520.00000, -588.00000
34.10700, 547.00000, 2804.00000
34.15600, 498.00000, 2414.00000
34.20600, 513.00000, 1756.00000
34.25700, 524.00000, 1608.00000
34.30700, 533.00000, 1662.00000
34.35700, 522.00000, 932.00000
34.40700, 521.00000, 260.00000
34.45600, 527.00000, 488.00000
34.50700, 558.00000, 2406.00000
34.55700, 532.00000, 770.00000
34.60700, 530.00000, 1410.00000
34.65700, 531.00000, -3176.00000
34.70700, 522.00000, -3262.00000
34.75600, 533.00000, -2034.00000
34.80700, 525.00000, 110.00000
34.85700, 519.00000, -1100.00000
34.90700, 534.00000, -1504.00000
34.95700, 533.00000, -2518.00000
35.07000, 528.00000, -1950.00000
35.05600, 537.00000, -2426.00000
35.10700, 528.00000, -3188.00000
35.15700, 528.00000, -1232.00000
35.20700, 538.00000, -1178.00000
35.25700, 528.00000, -2032.00000
35.30700, 536.00000, -998.00000
35.35600, 536.00000, -1252.00000
35.40700, 464.00000, -1656.00000
35.45700, 533.00000, -1426.00000
35.50700, 535.00000, -2014.00000
35.55700, 529.00000, -1692.00000
35.60700, 516.00000, -1406.00000
35.65600, 534.00000, -1686.00000
35.70700, 535.00000, -1842.00000
35.75700, 535.00000, -1782.00000
35.80700, 528.00000, -1914.00000
35.85700, 531.00000, -1894.00000
35.90700, 524.00000, -1922.00000
35.95700, 533.00000, -2386.00000
36.07000, 535.00000, -1720.00000
36.05700, 534.00000, -1988.00000
36.10700, 529.00000, -1420.00000
36.15700, 532.00000, -1806.00000
36.20700, 531.00000, -1914.00000
36.25700, 527.00000, -2224.00000
36.30700, 525.00000, -1910.00000
36.35700, 527.00000, -2968.00000
36.40700, 502.00000, -2732.00000
36.45700, 525.00000, -2350.00000
36.50700, 532.00000, -2080.00000
36.55700, 528.00000, -1932.00000
36.60700, 476.00000, -1840.00000
36.65700, 519.00000, -1912.00000
36.70700, 523.00000, -2162.00000
36.75700, 497.00000, -2352.00000
36.80700, 505.00000, -2576.00000
36.85700, 496.00000, -2518.00000
36.90700, 523.00000, -2484.00000
36.95700, 522.00000, -2474.00000
